Date,YER,PCR,ITR,GCR,MTR,XTR,TOT,EEN,USD,QTAUF,QTEXPA,QTLAG,QTPR,QTPRO,QTBAUF,QTBPR,QTBBGL,QTBAGL,KTPROL,KTAUF,KTAUSL,KTLAG,KTPRON,KTVPN,BAUVPN,EECOS,EINDSE,EBAUSE,EHANSE,EKONSE,IFOERW,IFOKL,IFOGL,PMI,HICP,HICP-FO,HICP-PF,HICP-UF,HICP-G,HICP-IG,HICP-GX,HICP-E,HICP-S,HICP-XA,HICP-XE,HICP-XF,HICP-XG,VPIG86,VPI-WOH8,TLIG86,TLIARG86,TLIANG86,GHPIG,GHPIOS,GHPIGG,GHPIGL,GHPIGK,GHPIVBG,GHPIKONG,GHPIINVG,GHPIINTG,OEL,EXPG,EXP6,EXP7,EXP8,IMPG,IMP6,IMP7,IMP8,EXP-US,EXP-EU,EXP-DE,IMP-US,IMP-EU,IMP-DE,ALQNSA,ALOSM,ALOSW,OFST,STANDR,INDPROD,ATX,M1,M2,M3,DAX,DowJones,STI,SEKMRE,YIELD,DCR-HH,DCR-F,DCR-G,DEBT,DCR
1988.25,0.687220755182884,0.48777609367258,0.515248471057199,0.110348931149938,-0.970439567027722,-0.0797310004233413,0.51236640423239,0.953881321804129,-0.390486911933085,1.35032681150836,1.17315252576201,-1.31076985408509,0.813784685172624,0.650282562225113,0.808851226113187,0.574471915088681,1.00561737599341,1.19919454542385,1.17251941722515,1.14122873728473,0.812050028036344,1.49456655324218,0.579288569053806,0.640766527792222,0.486237999554762,0.886213519455013,0.631265980727232,-0.557236518554254,0.684184221864339,0.979776199765219,0.796671438854169,1.0301830222953,1.02792667390681,0.202845426043425,-0.748413322087012,0.294878585890673,-0.390957673803234,-1.50900957711833,-1.0292615004042,-0.76374212906044,0.642665200637434,-1.18405517838767,0.0463729819379881,-0.648881158546771,0.282275701258632,0.438336959307822,0.440487310185517,-0.505568170722739,-0.786673066653428,1.17194624182649,0.279675967476463,0.417649860147414,-0.271247335093583,-0.164324633340828,-1.29768929804081,-0.823793572421047,0.866190040104876,-0.847743315707857,-0.800666284512942,-2.2985425778075,0.412430486261853,0.0955585514347415,1.94748079170415,1.08433856627627,2.11371339744897,0.583631230940148,0.467986669098325,0.569696014252931,0.570896931944919,0.276416782613997,2.424150061956,2.00938897501557,2.10654417069893,-0.0374677382233622,0.155876998557088,0.496077476987032,0.318985038030538,1.99664383052315,0.314277572179491,0.378284229794914,1.07809318032481,0.606387072555093,-0.0388267332917504,0.65100905118404,0.418543479347126,0.272102515147172,0.228009617110615,0.0176954088281355,-0.484147301914489,-0.0417299127757647,0.4461672962729,0.984284014755782,0.801281858426319,0.237536760707392,0.707311343343025,0.782664619733473
1988.5,0.456662787621533,0.901098373570759,0.139842735002913,-0.0722021943051934,2.09626096442436,1.33436583925995,0.742427969974983,1.18426997070453,-1.78470994874053,0.79281144558993,0.713056527357251,-0.986133289632726,0.860826863928355,0.279940274966194,1.23363636350638,1.22142898707179,1.37753845388571,0.426546146516598,0.654571498050445,0.971810588162118,1.10082572132753,0.730910881989095,0.382076687452181,0.92196144715126,-0.244237390930325,0.810193346443774,0.902016657613835,2.20377565287846,0.418938997932608,0.610783350288384,0.317524273686112,0.528488599981493,0.5849922253193,-0.197188274363248,0.200598636691172,-0.02138759135421,-0.611349985449124,-2.82381714522895,0.238726494174519,0.234917711855249,0.671690397667415,-0.413916753818928,0.148117855242038,-0.116752900843943,0.106036332724103,0.228176047296752,0.647051031324319,-0.00256260065814423,-0.220218392013051,1.0005200463048,-0.0611155123768257,0.0367552758310909,0.285522566070718,0.557288735195095,0.502208813558273,0.709197744083602,0.405413905167064,-0.586960361026686,-0.7438886499193,0.742366137447024,0.629738962345666,-1.06655991576969,0.735579828130863,0.674746881191362,0.0775391434607638,0.220993897824417,1.0617331377187,0.913589300561546,1.53653992678598,0.548601648983709,-0.06527674673738,0.418558025338067,0.910121479669046,1.21323371784177,1.23950327630929,1.66812129756773,0.874230653478907,1.0953589050344,0.627651358420289,1.39157133120333,1.54558587134072,1.29820241786986,0.413967882309115,0.509786897509188,0.448806945119392,0.386938177174452,0.710476365927707,-0.137646894765516,3.40697442115788,0.556868043243695,-2.95635187194349,0.622702106030019,0.561870162721235,0.0299472813106532,0.526348353449597,0.615953828352756
1988.75,1.13397919154038,0.752286477350186,-0.447157556216248,0.119590678154209,-1.25488894364576,-0.566423992740798,-0.672406249676666,-0.462419487644088,0.981516586638031,1.25725085710199,1.24466006008992,-0.0970755447723778,0.661884471535893,1.3436012762506,1.36433948270428,0.0822219690145758,1.00561737599341,0.318734742017911,0.499187122298032,1.02828330453632,0.927560305352819,0.0945311559448614,1.10518691999147,0.711065257631981,2.50909292705192,0.732348191038382,0.811766431984967,0.363100871923319,1.47991989365953,0.979776199765219,0.104350235369477,0.543849332276781,0.874641636178841,-0.179886358820869,-0.864731957523823,-0.837452825261943,-0.919601117171409,-0.744138858661287,-0.462022079514191,-0.289158662147866,0.562543872058421,-0.672106940142473,0.171679528505045,-0.0655956728530299,0.148743183229879,0.412196466640691,0.419553255539956,-0.163108266126172,-0.395022657218429,1.29213369545302,-0.33151819704803,-0.306440529166366,-0.310809131406879,-0.23378439617762,-0.409973276725705,-1.17720170085967,-0.642247128733114,-0.599472196613552,-0.518251953484956,-0.736865319280646,0.393278039317114,-0.600222407921692,1.03188570648853,-0.311535221744949,0.791792126805018,0.196003904244235,0.0228338007351755,0.774274945512177,-0.1907943701625,-0.287631564858128,-0.841470274276452,1.14731749308618,1.1043989493144,-0.643379568999826,0.193197228667618,0.0300198702336205,0.874230653478902,0.748584308845453,0.369551444070822,1.76747412152814,1.36537530427004,-0.45075529314802,0.574411631267516,0.523153391320342,0.333413152055285,0.406785382124084,0.670425998072485,0.00468407079135734,0.635013422245374,-0.728645600011222,-1.17442911789913,0.686052113281761,0.992912022871006,-0.0452012765901854,1.05454802355501,1.11927616114231
1989,0.870095862886995,0.752697676084085,1.80723231431374,-0.153581441738893,0.673023496365859,1.15633241460166,0.202306355919153,0.986551001501182,-0.829064949583133,-0.285694351577058,0.205458433722715,0.530466955236396,-0.202100097936038,0.216527518753408,-1.39676391035145,-0.283449419497616,-1.163922245045,0.64216895551397,0.602776706132974,0.350610708045869,0.869805166694581,-0.160020734472832,0.0533902181161404,-0.0622207706053748,-0.637570293499218,0.0170349196015594,0.180014852582893,0.915303306209862,-0.77466450976018,-0.00420473217300616,0.103572706496957,0.222949893828448,0.267087255410405,-0.677540240165213,0.933725920137145,-0.698716167853524,-0.666820631760904,-0.418333033174052,0.196273715524389,0.807212327365589,1.21128806591727,0.146235427722524,0.147419248973528,0.603327436122696,0.194903275685663,0.593203434323096,0.291153234990338,0.484144264610986,0.189447593652211,1.40542237247337,-0.514444327277133,-0.267243049335517,0.162618440191683,-0.0925754063682359,-0.990225270635467,0.237909169975569,0.558476612460249,-0.202751366102486,-0.128292619903648,-0.858282982943095,0.584470069877453,1.90494339677836,0.259259935539332,-2.58673414956275,-0.332199858308272,0.665027906403218,-5.08120406646905,-4.60543135684477,-3.7036823945986,2.5126746219772,-0.443329640949642,0.360940053496834,-0.617478531109262,0.44024555699493,-0.213386839234504,1.59480198799968,1.61455814074339,0.935939049629356,0.550555182046817,1.35233055238858,1.40850429416336,0.603903493731066,0.691778869087236,0.710853058317007,0.0973037757113561,0.138226567427821,0.138098003726471,0.798330080340966,1.82829075065424,0.399858743304167,-1.51174782854127,0.818558786654541,-0.56324241241669,0.735232687954404,0.943257618285475,1.02454486238225
1989.25,0.345343579323181,1.68249962290361,-1.1517360434151,0.265108749666409,0.183988956206646,0.699292205791868,-1.06244071836385,0.26251011727211,-0.907167420546176,1.46031800184057,0.92826544817306,-0.967184881102866,-0.265194055446816,0.148642777555144,0.318714529121045,-0.353770840365346,-0.0481590113681055,-0.274227982724864,0.447392330380561,1.19770145365894,0.581029473403393,0.730910881989095,0.316339393584973,-0.484013149643931,-0.581379878846519,0.117563993388973,-0.0907358243037098,0.271067132875561,0.684184221864339,0.118792884319272,0.11222692577315,0.463066994861394,0.723012461993372,-1.21844790633983,0.227767316543402,0.075108379129324,-1.84066333216419,0.0292249858170465,0.893702048653143,1.74783039714233,0.878661170016543,1.55175007848753,-0.234062779149863,0.892255363585237,-0.0412193313414694,0.290897205101672,-0.0321248616112314,0.659680030938166,-0.0993190634362174,1.12325401004451,-0.651904061938167,-0.651585261373857,0.371635645176445,0.337252523637683,0.109430572781319,0.825524316911297,0.385916677329536,0.334432825705468,0.420949443081586,0.210546652218464,0.392698753768303,0.548657564652145,0.386189805948554,-0.372330894470577,0.378029664765137,0.258228503194328,-0.929834026727921,-1.23422857222452,-1.60823795913373,-0.2545126928479,-0.0872811909655231,0.140866380852876,-0.101284674468734,0.710781169652831,-0.3635447385943,-0.877632825153835,-0.421342449233935,1.37106332267914,0.589865424668899,1.70284504479529,1.79419053715119,0.88450296255265,2.66786911991424,0.211925349420167,0.487161379104192,0.549700725100966,0.314960538280898,0.834296001904541,1.46511938983415,1.02789594306229,-0.683117082833402,0.713328130006445,0.646618043107822,-0.175456484289851,0.654325003881627,0.743378700678417
1989.5,0.710461704035081,1.11034031778309,-0.415770985865927,0.197817158789501,-0.312698949735128,-0.929155198624166,-0.0833717069548154,-0.154184329452839,0.0787340916339599,0.102311751399677,0.680203329597855,-0.0930321336403551,0.461592286658145,0.0621417031940937,-0.15508427797136,0.686986188477047,0.308265354945348,-0.364070819807102,0.0848287869582648,0.181192558923256,0.869805166694581,-0.0327447892639852,0.0533902181161404,0.429870338272943,0.430047584902063,0.300963643890452,-0.0907358243037096,0.363100871923318,0.816806833830204,0.979776199765219,0.0550817720313373,0.127107163807812,0.167953135010669,-1.35050924994089,0.246206145766331,0.714351316845312,0.404383562293684,2.01670285252416,0.502308403777328,-0.120454325646607,0.934106687292531,-0.985909406329655,-0.113579733201413,0.701355902912564,0.702635568345915,0.4140483446046,0.255373400897756,0.256968306109831,-0.393073553292226,1.15833111684254,-1.09996016273891,-1.08756649983169,0.595633205289188,0.292831294974967,1.13591121857798,0.939575579572933,-0.234768496657885,0.99069797812975,0.857466162055698,0.662441249967391,-0.313142633115975,-0.498529135175812,-0.049696794151159,0.71272678234926,0.625034731942239,0.107405708663066,-0.600153566091941,-0.477321758070957,0.18211776578756,-1.07583939232032,-1.2140070224483,-0.0968663673055153,0.0582452356618583,-0.433536653090287,-0.32456136282395,-0.506536280335369,0.133903166214424,0.23328614848491,0.16197577691202,1.60590099255141,1.34818236716694,-0.0329243802533069,1.47971161590787,-0.400491157635591,0.337213433534792,0.313713292307343,0.999170138597172,1.22003430451668,0.901833197541768,0.144718630902422,-0.785779299115793,1.11688676533819,1.26137424954015,-0.168000707122496,1.65258924423471,1.69538782205803
1989.75,1.85243929675844,0.665858496758435,0.325329115198475,0.23790530385141,0.761421274428626,-0.290922839692591,0.282489543486489,-1.92416413197667,1.16209313771327,0.14334439956525,0.231930362453508,0.0401101509245825,1.3884794256372,0.976120417232992,0.433079758419211,-0.10061372524152,-0.373589954523868,0.534357551015284,-0.588503507968857,-0.214116455696175,-0.0542770518372212,0.0945311559448616,0.645025862921014,1.27345509635006,-0.581379878846519,-0.15150871103824,-0.45173672681918,1.83564069668743,0.153693774000877,-0.373197581649841,0.24128819306674,0.533894391047079,0.695267923891093,0.448380511181509,-0.31728226900446,-0.21735233450566,-0.756571906707063,1.41843251559581,0.862384392326513,0.732982092976091,0.935024477068197,0.417565559386733,-0.264713449731719,0.733462408095075,0.370802136600063,0.220121605499907,0.0903052952656297,0.605662874631441,0.277990245600451,1.20097077097096,-1.5562665578687,-1.48198952277638,0.594906234790125,0.471770489796281,1.23908437546381,1.40255638874195,0.0784654917755886,0.580777913061097,0.748515059718576,1.27858192163038,-0.232887197093378,0.481497628924084,-0.132879978935623,-0.280351900142385,0.303517607951975,0.312493366269113,0.271120333887366,0.264098423603714,0.348569217645868,0.555191455112966,-1.60316944329429,0.250885858273974,-0.080532498595028,0.834469457297843,-0.0173337964237453,0.118441057826918,0.133903166214424,-0.55978245796317,-1.13286453248648,1.83941746697081,0.994842410547422,1.23255797672179,0.883420089710172,-1.36120852922077,-0.238310378667502,-0.323072386621742,-0.199573729920226,-0.176438213783916,3.03639139991289,1.43023227415735,-1.93706272456832,1.62482447935017,1.03165597429041,0.0058360664068979,1.60865743150021,1.66552147757431
1990,1.42589538267308,2.00401992777952,1.94987959478023,0.189966820230718,0.479798730505444,0.957205822454825,1.38181399739838,-1.60096228966811,3.41288476933289,-0.207829920929869,-0.562846345557359,0.39382602082984,-1.53426352565529,-0.632224798984394,0.694485996815021,1.15110756620406,1.47051872335878,1.12732027575806,0.136623578875736,0.407083424420074,0.00347808682101645,-0.160020734472832,-0.472508132821525,-1.04640298836201,2.17195043913573,-0.129323875420427,0.0897646269540256,0.547168350018833,0.153693774000878,-0.373197581649841,0.238504126792162,0.191683964802958,0.0843016318062987,0.568467139164776,1.45480001872566,-0.23488357201207,-1.49370192209625,1.64534965925195,0.72399313208524,1.03109790467459,1.12892177798162,0.441603605164303,-0.0283027603399909,1.01765462742151,0.471914737287319,0.467776930943639,0.128481528643246,1.087974970594,0.407903425810771,1.45384306933423,-1.9564742776471,-2.12801490219394,0.551024047267127,0.353931228717474,1.79272207447885,3.59419204567676,1.19835659786731,0.569145612517995,0.693594977091854,2.19832378973892,-0.0868740256728533,0.227823423392695,0.971010127442296,0.386327688343858,1.52367695784917,0.809903916564171,-0.63998511673424,0.324607565694726,-0.0475464175056354,0.36089452920473,-0.689352397796469,0.612713904299436,1.4045797006356,0.894128436411939,0.33955713457517,1.35440675334738,0.874230653478902,-0.00221876852974504,-1.07456973119039,0.679451336108317,0.556974537890084,2.35693741217416,3.07560612480661,-0.707873608702681,0.277276503145841,0.236643002247048,1.55551957299617,-0.654241711365168,-0.113564280669498,2.75499824239714,2.16942592672732,1.50243999860361,1.26871741030631,0.0673651520442215,1.4950436923351,1.54424516056214
1990.25,-0.0455590805162866,0.521872935463617,-0.770056002086013,0.300571776723716,-1.40376020458241,0.16398362841639,-1.19187679999514,0.158802751917621,0.308964083907874,0.0483526142340558,-0.264151430368376,-0.177164800688125,-1.11234921102823,-0.426533022896206,-0.269449507269527,0.433829073353222,-0.420080089260405,0.139049067853434,-0.277734756464031,-0.327061888444584,-0.631828438419598,-0.0327447892639852,-0.143821663485485,-1.11670171820177,0.486237999554762,-0.176668164590506,-0.271236275561445,-0.649270257602011,0.684184221864339,0.364788117303828,-0.196112366499602,0.146023501040818,0.473133982091635,0.257453793541767,-0.232589325040857,0.99023213510147,-0.0890906510674011,1.8080543576924,0.192712799964547,-0.00588780969370357,1.3295301993959,-1.05571080305406,0.387924748250794,0.623508531923736,1.01867417102148,0.95227187566351,0.900398964175463,0.829226777779536,1.36291201078627,1.32672442177515,-1.93060316536174,-1.90740505832069,0.171586282946341,0.278682690991474,2.22920781945942,2.52459618785331,-0.89189676907184,1.56524904232401,1.86574480220398,1.14623184303076,-0.733189224332665,-1.64206695407696,-0.200307586246695,-1.24494688970978,-0.00393499427084363,0.363121019691058,0.65403437758174,0.168187325281901,0.790283597795312,1.65576855289902,-0.700798005041644,0.22692580301139,0.230946800354204,-1.46217399353963,0.869453593443337,-1.30064805631186,-2.27216116739514,-1.23156140426088,-1.44185497617122,0.66051175592524,0.0703535396318757,0.15203335942612,-0.36401450989271,-1.80544829841765,0.140775182526713,0.0116618138793028,-0.140423513865377,0.489825318784,-0.209915866193202,1.14565291801693,1.06214059396725,2.12798333155872,1.32475197632004,-0.417917654993326,1.44131529412963,1.50866653600026
1990.5,0.240991871036156,-0.021073624811914,0.606449023918027,0.687255814960482,1.30634897236851,-0.479166957299698,0.0792572835953576,0.0988093348879247,1.02886624986474,-0.8236627702369,-0.67601862677445,0.00967402769231414,-0.0825069776649197,-0.167120746980055,0.514769207917902,-0.424092261233075,0.168794950735736,0.354671876850806,-0.640298299886328,-0.835316335812424,-0.689583577077836,-0.414572624890525,-0.275296251219901,-0.343415689964412,-0.637570293499218,-0.406069881395802,-0.632237178076916,-0.925371474745283,0.418938997932608,-0.865188047618953,-0.0483849311480069,0.200738176144583,0.39856626173372,-1.31609722863589,1.11296095908292,0.312132821645031,0.726105504057379,1.41523709822132,1.10845369948724,0.984213964797957,1.13891502710145,0.379726446192849,0.289942374389687,1.05642637545995,0.831792128577642,0.69087891846208,0.553080228565754,1.20958400664421,1.04493434779553,1.32258535788324,-2.02337516870921,-1.77473754280025,0.127104731526413,1.8326901900571,0.851846127719667,1.02327129537053,0.244635534667367,1.33419434789436,0.916634520620879,0.452489088669679,0.127286942545175,2.02206886574529,-0.758803659369679,-0.999965574779891,-0.0956379713194244,-0.0646088765441104,0.854227602628868,1.12802837044297,0.601694850369142,0.901655091853083,0.416504615135687,-1.05070043180329,-0.130710495466988,-0.115647864378045,0.836764478002463,0.963562972121291,-1.53183368013066,-2.01114635766939,-2.24129996055424,-0.59578420370575,-1.2910233510676,-0.755306441757493,-1.21067864821664,-1.51573264790079,0.654826747963701,0.492610239877661,-1.21844769301468,-1.05085548848553,0.0198456069786986,0.193784037133536,0.123514616528242,1.61884157866455,1.18726892260386,0.0881030868741348,1.324099802775,1.38315928557335
